Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,NumWebVisitsMonth,Complain,Response,Children,Expenses,TotalAcceptedCmp,NumTotalPurchases,Total_Engaged_Days
1984,Post Graduate,In Relationship,23976.0,2013-12-27,68,7,0,0,1,66,0,10,370
1961,Post Graduate,In Relationship,80950.0,2013-03-28,44,2,0,0,0,1213,1,23,644
1966,Post Graduate,Single,27038.0,2012-09-18,64,9,0,1,0,107,0,7,835
1947,Post Graduate,Single,77457.0,2014-05-03,85,1,0,0,0,1157,1,18,243
1964,Post Graduate,In Relationship,64100.0,2013-10-09,93,7,0,0,1,546,1,18,449
1992,Post Graduate,In Relationship,42670.0,2013-04-27,12,4,0,0,0,241,0,11,614
1976,Post Graduate,Single,12571.0,2014-01-18,86,6,0,0,1,53,0,11,348
1967,Post Graduate,In Relationship,22574.0,2013-10-28,28,7,0,0,3,37,0,7,430
1989,Post Graduate,In Relationship,52247.25135379061,2013-03-06,69,3,0,0,0,1611,2,24,666
1976,Post Graduate,Single,70893.0,2013-06-02,42,3,0,0,0,1508,0,23,578
1966,Post Graduate,In Relationship,54198.0,2013-12-17,13,4,0,0,2,235,0,16,380
1956,Post Graduate,In Relationship,28839.0,2014-11-03,86,5,0,0,2,32,0,7,59
1972,Post Graduate,In Relationship,40321.0,2013-07-29,59,7,0,0,2,102,0,8,521
1985,Post Graduate,Single,66503.0,2012-08-14,30,3,0,0,1,401,0,15,870
1951,Post Graduate,In Relationship,30833.0,2013-07-16,33,5,0,0,2,28,0,6,534
1970,Post Graduate,Single,52247.25135379061,2013-08-23,67,7,0,0,3,1052,2,21,496
1971,Post Graduate,In Relationship,64795.0,2013-01-17,23,2,0,0,1,680,0,21,714
1974,Post Graduate,In Relationship,34421.0,2013-01-07,81,7,0,0,1,30,0,4,724
1965,Post Graduate,Single,47025.0,2014-09-02,6,7,0,0,2,20,0,4,121
1961,Post Graduate,Single,64325.0,2013-07-02,41,7,0,0,1,1307,0,23,548
1953,Post Graduate,Single,40464.0,2013-11-01,78,8,0,0,1,630,0,24,426
1957,Post Graduate,In Relationship,62187.0,2013-05-07,49,3,0,0,0,1283,0,18,604
1976,Post Graduate,Single,14849.0,2013-02-07,39,8,0,0,1,65,0,9,693
1984,Post Graduate,In Relationship,27255.0,2013-07-11,3,7,0,0,1,37,0,5,539
1950,Post Graduate,In Relationship,54432.0,2013-09-05,37,4,0,0,3,38,0,5,483
1986,Post Graduate,Single,29999.0,2013-02-13,22,8,0,0,1,160,0,12,687
1983,Post Graduate,Single,24072.0,2013-04-16,79,8,0,0,1,23,0,4,625
1989,Post Graduate,Single,33996.0,2013-11-09,46,4,0,0,0,71,0,6,418
1956,Post Graduate,In Relationship,66334.0,2013-03-04,82,5,0,1,1,1161,0,19,668
1971,Post Graduate,In Relationship,35178.0,2013-10-01,10,7,0,1,1,59,1,5,457
1983,Post Graduate,In Relationship,22010.0,2013-06-30,51,8,0,0,1,33,0,7,550
1960,Post Graduate,Single,62204.0,2012-12-09,38,3,0,0,2,946,0,22,753
1968,Post Graduate,Single,75693.0,2012-06-12,10,4,0,1,0,1442,3,22,933
1972,Post Graduate,In Relationship,30675.0,2012-12-11,14,8,0,0,1,62,0,5,751
1965,Post Graduate,In Relationship,83003.0,2013-03-03,18,3,0,1,0,1674,1,22,669
1899,Post Graduate,In Relationship,83532.0,2013-09-26,36,1,0,0,0,1853,1,15,462
1988,Post Graduate,Single,68655.0,2012-10-08,95,3,0,0,0,1538,0,21,815
1986,Post Graduate,Single,41411.0,2013-07-12,11,6,0,0,0,139,0,8,538
1969,Post Graduate,In Relationship,55212.0,2012-11-23,65,8,0,0,1,1182,2,20,769
1950,Post Graduate,In Relationship,59292.0,2013-06-13,71,3,0,0,1,507,0,18,567
1973,Under Graduate,In Relationship,27190.0,2013-08-15,13,8,0,1,1,18,1,4,504
1952,Post Graduate,Single,82623.0,2013-10-11,58,1,0,0,0,940,0,16,447
1965,Post Graduate,In Relationship,44300.0,2013-06-23,65,6,0,0,2,42,0,6,557
1970,Post Graduate,Single,84835.0,2014-06-16,0,1,0,1,0,1190,0,15,199
1971,Post Graduate,Single,30372.0,2012-12-25,33,7,0,0,2,44,0,8,737
1976,Post Graduate,In Relationship,33181.0,2014-03-01,90,6,0,0,1,16,1,4,306
1957,Post Graduate,In Relationship,71113.0,2013-12-17,95,4,0,0,1,835,0,26,380
1986,Post Graduate,In Relationship,71952.0,2013-10-01,93,4,0,0,1,1443,2,22,457
1966,Post Graduate,Single,69759.0,2013-10-28,38,3,0,1,0,1029,0,18,430
1974,Post Graduate,In Relationship,72099.0,2012-10-27,18,1,0,0,0,1188,0,18,796
1976,Post Graduate,Single,60000.0,2012-12-22,57,6,0,0,1,1277,0,24,740
1978,Post Graduate,Single,38643.0,2013-11-29,45,7,1,0,2,49,0,7,398
1955,Post Graduate,In Relationship,50737.0,2013-11-05,61,6,0,0,1,99,1,7,422
1969,Post Graduate,In Relationship,68462.0,2012-12-12,6,1,0,0,0,1670,0,15,750
1943,Post Graduate,In Relationship,65073.0,2013-08-20,65,2,1,0,0,900,0,14,499
1948,Post Graduate,In Relationship,46681.0,2013-08-10,52,5,0,0,2,425,0,16,509
1957,Post Graduate,In Relationship,78618.0,2012-09-28,87,2,0,0,0,2153,1,22,825
1969,Post Graduate,Single,62187.0,2014-03-22,38,4,0,0,1,636,0,21,285
1978,Post Graduate,In Relationship,28442.0,2014-02-24,53,4,0,0,2,57,0,10,311
1978,Post Graduate,In Relationship,37717.0,2012-11-23,31,9,0,0,1,25,0,4,769
1967,Post Graduate,In Relationship,51479.0,2012-12-28,67,7,0,0,2,494,0,22,734
1969,Post Graduate,Single,54803.0,2012-08-21,65,4,0,0,1,693,0,19,863
1960,Post Graduate,In Relationship,79530.0,2013-05-17,64,2,0,0,0,1348,0,26,594
1976,Post Graduate,Single,31615.0,2013-03-16,82,7,0,0,1,51,0,7,656
1962,Post Graduate,In Relationship,72025.0,2012-11-17,27,3,0,0,0,1932,0,16,775
1975,Post Graduate,Single,52614.0,2012-01-12,63,8,0,0,1,990,0,16,1085
1984,Post Graduate,In Relationship,35684.0,2014-04-22,66,6,0,0,1,30,0,5,254
1975,Post Graduate,In Relationship,48178.0,2012-10-28,69,8,0,0,2,254,0,16,795
1970,Post Graduate,Single,29548.0,2013-08-29,52,4,0,0,1,29,1,5,490
1966,Post Graduate,Single,63810.0,2012-11-11,45,8,0,0,1,1371,1,23,781
1972,Post Graduate,Single,38578.0,2013-06-22,2,8,0,1,2,73,0,9,558
1975,Post Graduate,Single,46098.0,2012-08-18,86,8,0,0,2,120,0,11,866
1970,Post Graduate,Single,22585.0,2013-03-18,23,9,0,1,0,81,1,5,654
1989,Post Graduate,Single,30279.0,2012-12-30,13,8,0,0,1,37,0,5,732
1961,Post Graduate,In Relationship,66426.0,2013-02-10,14,6,0,0,1,1377,0,20,690
1969,Post Graduate,Single,30822.0,2013-06-14,92,7,0,0,1,51,0,5,566
1969,Post Graduate,In Relationship,33581.0,2013-08-01,38,8,0,0,2,17,0,4,518
1985,Post Graduate,In Relationship,19986.0,2013-11-14,74,7,0,0,1,22,0,4,413
1954,Post Graduate,Single,27421.0,2012-12-12,14,7,0,0,0,324,0,14,750
1973,Post Graduate,In Relationship,35688.0,2012-08-22,94,8,0,0,3,211,0,16,862
1981,Post Graduate,Single,36143.0,2014-03-30,33,3,0,0,1,19,0,4,277
1971,Post Graduate,Single,10245.0,2013-05-15,32,5,0,0,1,41,0,8,596
1968,Post Graduate,In Relationship,43795.0,2013-10-16,11,7,0,1,1,492,1,17,442
1960,Post Graduate,In Relationship,63381.0,2012-05-10,78,2,0,0,1,1005,0,26,966
1949,Post Graduate,In Relationship,38823.0,2012-08-30,56,6,0,0,1,114,0,7,854
1968,Post Graduate,Single,83664.0,2013-08-05,57,5,0,0,2,1173,0,19,514
1979,Post Graduate,In Relationship,90300.0,2014-03-01,7,1,0,0,0,1738,1,19,306
1979,Post Graduate,In Relationship,62499.0,2013-09-12,0,4,0,0,1,222,0,12,476
1993,Post Graduate,Single,74293.0,2014-04-05,66,2,0,0,0,1127,0,16,271
1946,Post Graduate,In Relationship,51012.0,2013-04-18,86,6,0,0,0,209,0,10,623
1968,Post Graduate,In Relationship,70777.0,2014-02-25,80,3,0,0,1,787,0,23,310
1991,Post Graduate,In Relationship,68682.0,2013-06-10,56,2,0,0,0,1598,0,24,570
1971,Post Graduate,In Relationship,43824.0,2012-09-15,18,8,0,0,2,186,0,12,838
1984,Post Graduate,In Relationship,15345.0,2012-08-31,51,8,0,1,1,47,0,6,853
1987,Post Graduate,Single,23442.0,2012-12-24,71,7,0,0,1,27,0,5,738
1980,Post Graduate,In Relationship,14515.0,2012-09-11,71,7,0,1,1,96,0,11,842
1956,Post Graduate,Single,31395.0,2013-03-23,80,6,0,0,2,64,0,10,649
1965,Post Graduate,In Relationship,75276.0,2012-09-27,2,5,0,0,0,1040,0,23,826
1974,Post Graduate,Single,42373.0,2013-08-15,83,5,0,0,2,163,0,13,504
1960,Post Graduate,In Relationship,30507.0,2013-11-03,29,7,0,0,0,343,0,11,424
1955,Post Graduate,Single,55521.0,2013-10-22,11,7,0,1,3,446,1,24,436
1965,Post Graduate,In Relationship,48006.0,2014-09-06,55,6,0,0,2,41,0,5,117
1972,Post Graduate,Single,27213.0,2012-08-30,19,8,0,1,1,70,0,9,854
1971,Post Graduate,Single,65808.0,2014-05-30,1,6,0,0,2,272,0,14,216
1974,Post Graduate,In Relationship,30351.0,2013-06-06,19,9,0,0,1,46,0,6,574
1963,Post Graduate,In Relationship,50437.0,2012-10-17,28,7,0,0,2,490,0,19,806
1982,Post Graduate,Single,23616.0,2012-11-17,76,8,0,1,1,79,0,8,775
1976,Post Graduate,In Relationship,53858.0,2012-09-11,50,4,0,0,1,915,0,17,842
1955,Post Graduate,In Relationship,66465.0,2013-03-30,1,6,0,0,1,1485,1,35,642
1987,Post Graduate,Single,46923.0,2012-08-22,90,7,0,0,1,369,0,16,862
1962,Post Graduate,In Relationship,75072.0,2013-01-23,83,3,0,0,1,1073,0,19,708
1943,Post Graduate,In Relationship,75865.0,2014-03-31,73,1,0,0,0,1242,0,19,276
1975,Post Graduate,In Relationship,19789.0,2013-11-20,24,5,0,0,1,78,1,9,407
1994,Post Graduate,In Relationship,80134.0,2014-02-14,11,5,0,0,0,1378,4,21,321
1981,Post Graduate,Single,91065.0,2013-02-22,33,3,0,1,0,1474,2,26,678
1971,Post Graduate,In Relationship,49505.0,2013-05-03,4,8,0,0,2,751,0,29,608
1973,Post Graduate,In Relationship,37401.0,2014-06-05,14,7,0,0,1,48,0,7,210
1983,Post Graduate,In Relationship,30096.0,2014-05-22,30,6,0,0,1,45,0,6,224
1982,Post Graduate,In Relationship,18492.0,2014-05-06,75,8,0,0,1,10,0,4,240
1974,Post Graduate,In Relationship,82584.0,2013-04-06,26,1,0,1,0,1435,2,16,635
1941,Post Graduate,In Relationship,93027.0,2013-04-13,77,2,0,0,0,2119,1,22,628
1953,Post Graduate,In Relationship,48686.0,2013-04-12,8,8,0,0,3,20,0,4,629
1986,Post Graduate,In Relationship,92910.0,2014-04-24,42,1,0,0,0,1795,3,27,252
1989,Post Graduate,In Relationship,75433.0,2014-05-04,28,6,0,0,1,1188,2,19,242
1989,Post Graduate,In Relationship,10404.0,2014-04-05,52,5,0,0,1,43,0,7,271
1968,Post Graduate,In Relationship,61314.0,2013-04-25,1,3,0,0,1,1008,0,24,616
1961,Post Graduate,Single,84865.0,2013-09-05,1,4,0,1,0,1688,4,16,483
1989,Post Graduate,In Relationship,42387.0,2012-10-29,42,8,0,0,1,684,0,21,794
1967,Post Graduate,In Relationship,67309.0,2013-01-23,76,7,0,0,2,1082,0,39,708
1964,Post Graduate,In Relationship,75236.0,2013-11-25,27,4,0,0,1,1068,0,25,402
1970,Post Graduate,Single,30015.0,2014-02-02,28,5,0,0,1,57,0,7,333
1956,Post Graduate,In Relationship,50943.0,2013-06-21,49,5,0,0,1,46,0,5,559
1966,Post Graduate,Single,67272.0,2013-12-21,12,5,0,0,1,733,0,23,376
1949,Post Graduate,Single,51529.0,2013-07-09,14,8,0,0,1,467,0,17,541
1971,Post Graduate,In Relationship,32011.0,2013-08-22,89,7,0,0,1,122,0,10,497
1986,Post Graduate,In Relationship,7500.0,2013-07-02,96,8,0,0,1,36,0,7,548
1989,Post Graduate,In Relationship,28691.0,2013-04-07,56,8,0,0,1,34,0,5,634
1948,Post Graduate,In Relationship,56223.0,2013-12-20,72,4,0,0,1,156,0,10,377
1946,Post Graduate,In Relationship,18100.0,2013-06-08,14,5,0,0,0,14,0,4,572
1989,Post Graduate,Single,30279.0,2012-12-30,13,8,0,0,1,37,0,5,732
1974,Post Graduate,In Relationship,20130.0,2014-03-17,99,8,0,0,0,34,0,5,290
1959,Post Graduate,Single,23295.0,2013-07-13,72,8,0,0,0,20,0,4,537
1972,Post Graduate,Single,42618.0,2013-09-10,92,8,0,0,1,192,0,11,478
1964,Post Graduate,Single,81246.0,2013-12-29,87,1,0,0,0,1379,2,17,368
1976,Post Graduate,In Relationship,24027.0,2013-09-06,7,8,0,0,1,48,0,7,482
1953,Post Graduate,In Relationship,55707.0,2013-12-22,91,3,0,0,1,428,0,16,375
1955,Post Graduate,Single,57959.0,2013-02-05,71,3,0,0,1,868,0,27,695
1969,Post Graduate,In Relationship,56796.0,2013-02-16,24,7,0,0,1,1001,0,27,684
1971,Post Graduate,Single,36230.0,2013-10-17,17,5,0,0,1,59,0,7,441
1980,Post Graduate,In Relationship,70829.0,2013-01-12,87,3,0,0,2,431,0,16,719
1976,Post Graduate,In Relationship,65991.0,2012-07-09,21,7,0,0,1,971,0,27,906
1972,Post Graduate,In Relationship,38988.0,2012-08-20,90,8,0,0,3,348,0,19,864
1966,Post Graduate,Single,89572.0,2012-09-15,44,4,0,1,0,2059,2,24,838
1984,Post Graduate,In Relationship,42207.0,2013-01-04,71,6,0,1,1,265,1,14,727
1952,Post Graduate,In Relationship,50300.0,2014-05-25,52,2,0,0,1,270,0,13,221
1982,Post Graduate,In Relationship,66664.0,2012-09-25,78,3,0,0,0,1289,0,19,828
1964,Post Graduate,In Relationship,60597.0,2014-01-01,2,7,0,1,1,893,1,16,365
1949,Post Graduate,Single,70165.0,2013-09-22,60,1,0,0,0,926,0,22,466
1958,Post Graduate,Single,50520.0,2014-01-28,25,6,0,0,1,135,0,9,338
1963,Post Graduate,In Relationship,80124.0,2014-06-26,47,1,0,0,0,1495,1,19,189
1975,Post Graduate,In Relationship,33183.0,2014-02-24,46,7,0,0,1,120,0,9,311
1969,Post Graduate,Single,66582.0,2014-03-03,83,1,0,0,0,1288,0,20,304
1955,Post Graduate,In Relationship,75261.0,2013-04-23,17,2,0,1,0,1743,2,17,618
1970,Post Graduate,Single,31880.0,2012-10-31,13,8,0,0,1,15,0,4,792
1951,Post Graduate,In Relationship,53790.0,2014-06-03,86,6,0,0,2,542,0,20,212
1971,Post Graduate,In Relationship,49269.0,2012-08-15,92,7,0,0,1,890,0,25,869
1975,Post Graduate,In Relationship,61456.0,2013-03-27,47,4,0,0,1,1388,0,33,645
1980,Post Graduate,In Relationship,37406.0,2013-10-10,18,8,0,1,1,17,0,4,448
1981,Post Graduate,In Relationship,56937.0,2012-04-08,81,6,0,1,1,906,1,30,998
1978,Post Graduate,In Relationship,38415.0,2013-02-01,91,7,0,0,2,44,0,6,699
1988,Post Graduate,Single,20518.0,2014-05-18,58,5,0,0,1,25,0,5,228
1956,Post Graduate,In Relationship,62503.0,2013-02-18,40,5,0,0,1,973,0,26,682
1972,Post Graduate,Single,41644.0,2014-09-05,67,3,0,0,2,31,0,6,118
1977,Post Graduate,In Relationship,55842.0,2014-05-23,19,5,0,0,1,518,0,17,223
1972,Post Graduate,In Relationship,62010.0,2012-10-23,93,5,0,0,1,530,0,19,800
1977,Post Graduate,In Relationship,41124.0,2012-10-31,41,8,0,0,1,506,0,21,792
1973,Post Graduate,In Relationship,38961.0,2013-12-30,60,7,0,0,1,70,0,6,367
1972,Post Graduate,Single,37760.0,2013-11-08,54,6,0,0,1,54,0,6,419
1974,Post Graduate,Single,32233.0,2012-08-19,26,9,0,1,1,296,1,12,865
1975,Post Graduate,In Relationship,43057.0,2013-10-30,30,5,0,0,1,266,0,15,428
1960,Post Graduate,In Relationship,83151.0,2012-10-10,93,3,0,0,0,747,0,19,813
1964,Post Graduate,Single,78825.0,2012-09-14,35,3,0,1,0,895,0,29,839
1976,Post Graduate,In Relationship,65104.0,2013-11-14,4,7,0,0,1,1053,0,17,413
1974,Post Graduate,In Relationship,60093.0,2013-06-26,92,6,0,0,1,735,0,21,554
1969,Post Graduate,In Relationship,14045.0,2014-01-26,24,7,0,0,1,20,0,5,340
1952,Post Graduate,Single,28457.0,2012-10-28,96,8,0,0,0,205,0,10,795
1958,Post Graduate,In Relationship,78952.0,2012-09-24,11,6,0,0,1,2092,0,21,829
1976,Post Graduate,Single,46310.0,2012-03-12,99,8,0,0,1,309,0,14,1025
1955,Post Graduate,In Relationship,76005.0,2013-02-22,72,6,0,0,0,1722,1,22,678
1964,Post Graduate,Single,58308.0,2013-12-01,77,8,0,0,1,900,0,15,396
1944,Post Graduate,Single,55614.0,2013-11-27,85,7,0,0,0,682,1,20,400
1962,Post Graduate,Single,59432.0,2013-04-13,88,5,0,0,1,663,0,22,628
1978,Post Graduate,Single,55563.0,2014-05-04,22,3,0,0,1,43,0,6,242
1971,Post Graduate,In Relationship,78642.0,2013-04-21,83,6,0,0,1,1816,0,18,620
1949,Post Graduate,In Relationship,67911.0,2014-05-22,63,3,0,0,1,976,0,27,224
1944,Post Graduate,In Relationship,65275.0,2013-03-04,9,2,0,0,0,746,0,21,668
1950,Post Graduate,In Relationship,27203.0,2012-06-08,92,8,0,0,2,64,0,6,937
1961,Post Graduate,In Relationship,48330.0,2013-11-15,2,5,0,0,1,32,0,5,412
1990,Under Graduate,In Relationship,24279.0,2012-12-29,6,8,0,0,0,263,0,9,733
1985,Post Graduate,In Relationship,64355.0,2012-08-24,66,8,0,0,1,1445,0,21,860
1956,Post Graduate,In Relationship,50943.0,2013-06-21,49,5,0,0,1,46,0,5,559
1953,Post Graduate,Single,53653.0,2012-07-11,29,6,0,0,0,1210,0,28,904
1976,Post Graduate,In Relationship,65665.0,2013-02-12,77,3,0,0,1,945,0,24,688
1989,Post Graduate,Single,81217.0,2013-07-19,77,1,0,0,0,1157,0,22,531
1992,Post Graduate,In Relationship,34935.0,2013-06-21,71,7,0,0,0,137,0,8,559
1959,Post Graduate,Single,61250.0,2012-12-16,49,5,0,0,1,730,0,25,746
1981,Post Graduate,In Relationship,39665.0,2013-05-25,97,7,0,0,1,216,1,12,586
1979,Post Graduate,Single,60152.0,2013-03-28,6,3,0,0,1,943,0,23,644
1964,Post Graduate,In Relationship,48920.0,2013-10-20,93,7,0,0,2,347,1,16,438
1959,Post Graduate,In Relationship,89120.0,2014-03-17,78,1,0,0,0,1924,1,19,290
1946,Post Graduate,In Relationship,44124.0,2013-11-05,62,8,0,0,1,397,0,17,422
1975,Post Graduate,Single,81169.0,2013-04-14,47,2,0,0,0,2089,0,22,627
1961,Post Graduate,In Relationship,36443.0,2013-03-02,9,8,0,0,2,138,0,11,670
1990,Post Graduate,Single,26095.0,2013-06-30,77,7,0,0,1,42,0,5,550
1959,Post Graduate,In Relationship,71367.0,2013-08-23,24,2,0,0,0,777,0,17,496
1944,Post Graduate,In Relationship,80184.0,2014-01-03,19,3,0,0,0,1902,2,20,363
1965,Post Graduate,Single,30630.0,2014-01-27,67,7,0,0,2,52,0,7,339
1987,Post Graduate,Single,73454.0,2014-01-03,95,5,0,0,0,1651,1,13,363
1991,Post Graduate,In Relationship,42691.0,2013-08-16,48,5,0,0,0,358,0,13,503
1953,Post Graduate,In Relationship,70503.0,2012-09-30,73,6,0,0,0,1727,2,16,823
1987,Post Graduate,In Relationship,25545.0,2012-08-09,35,6,0,1,1,210,0,10,875
1986,Post Graduate,In Relationship,32880.0,2012-04-12,76,8,0,0,1,42,0,5,994
1958,Post Graduate,In Relationship,77863.0,2013-11-27,20,2,0,0,0,1291,0,20,400
1977,Post Graduate,In Relationship,50353.0,2014-08-06,72,3,0,0,0,442,0,15,148
1964,Post Graduate,Single,61839.0,2012-12-08,20,8,0,0,0,1895,0,17,754
1960,Post Graduate,In Relationship,49154.0,2013-03-11,69,6,0,0,2,411,0,19,661
1975,Post Graduate,Single,47682.0,2013-02-15,80,5,0,0,1,521,0,19,685
1969,Post Graduate,Single,72679.0,2013-09-18,65,1,0,0,1,1168,0,17,470
1977,Post Graduate,In Relationship,57954.0,2014-06-18,52,7,0,0,2,493,1,23,197
1962,Post Graduate,In Relationship,65316.0,2013-04-24,65,4,0,0,2,260,0,12,617
1982,Post Graduate,Single,28567.0,2013-06-17,57,6,0,0,1,46,0,7,563
1951,Post Graduate,In Relationship,47352.0,2013-11-04,70,7,0,0,1,319,0,16,423
1967,Post Graduate,In Relationship,44931.0,2014-01-18,0,5,0,0,1,96,0,7,348
1967,Post Graduate,Single,76982.0,2014-02-15,19,4,0,1,0,1062,1,16,320
1952,Post Graduate,In Relationship,57247.0,2013-08-08,50,2,0,0,1,232,0,12,511
1981,Post Graduate,Single,22944.0,2013-12-23,67,7,0,0,1,76,0,9,374
1977,Post Graduate,In Relationship,25315.0,2013-07-11,46,8,0,0,1,54,0,9,539
1969,Post Graduate,Single,43638.0,2012-06-08,37,7,0,0,1,201,0,11,937
1984,Post Graduate,Single,42710.0,2012-11-28,38,6,0,0,1,406,0,14,764
1982,Post Graduate,In Relationship,84169.0,2013-07-08,9,3,0,1,0,1919,2,20,542
1976,Post Graduate,In Relationship,54058.0,2013-04-06,56,3,0,0,1,662,0,20,635
1990,Post Graduate,In Relationship,24683.0,2014-08-03,98,5,0,0,1,41,0,8,151
1964,Post Graduate,Single,85620.0,2014-07-01,68,1,0,1,0,1600,0,14,184
1980,Post Graduate,In Relationship,47850.0,2013-03-12,72,6,0,0,1,134,0,8,660
1968,Post Graduate,In Relationship,19514.0,2014-01-26,47,8,0,1,2,69,1,10,340
1973,Post Graduate,In Relationship,27159.0,2014-03-29,33,6,0,0,2,21,0,6,278
1963,Post Graduate,Single,39548.0,2014-03-31,87,3,0,0,2,54,0,7,276
1989,Post Graduate,Single,21474.0,2014-08-04,0,7,0,1,1,91,1,8,150
1971,Post Graduate,Single,60504.0,2014-07-02,73,6,0,0,1,526,0,18,183
1963,Post Graduate,In Relationship,22419.0,2013-04-18,74,8,0,0,0,162,0,8,623
1949,Post Graduate,In Relationship,81698.0,2013-06-11,4,1,0,1,0,1008,0,25,569
1952,Post Graduate,In Relationship,43462.0,2012-12-09,50,8,0,0,2,240,0,16,753
1978,Post Graduate,Single,54880.0,2013-01-03,57,5,0,0,1,795,0,21,728
1982,Post Graduate,In Relationship,79908.0,2013-05-04,30,2,0,0,0,1772,1,19,607
1970,Post Graduate,In Relationship,15315.0,2013-03-08,27,5,0,0,0,64,0,8,664
1959,Post Graduate,In Relationship,87771.0,2013-05-22,61,6,0,1,1,1957,4,20,589
1978,Post Graduate,In Relationship,33039.0,2013-09-09,4,5,0,0,1,78,0,7,479
1980,Post Graduate,Single,81741.0,2013-06-16,75,2,0,0,0,1572,0,19,564
1971,Post Graduate,In Relationship,71499.0,2013-06-25,12,4,0,0,1,795,0,26,555
1970,Post Graduate,In Relationship,62466.0,2014-01-15,13,4,0,0,1,889,0,26,351
1963,Post Graduate,Single,48799.0,2013-05-11,9,3,0,0,1,331,0,15,600
1950,Post Graduate,In Relationship,52157.0,2014-07-06,48,4,0,0,1,265,0,12,179
1962,Post Graduate,Single,66565.0,2012-05-12,80,8,0,0,1,1065,0,19,964
1951,Post Graduate,In Relationship,29298.0,2013-07-09,60,5,0,0,2,11,0,4,541
1979,Post Graduate,Single,47691.0,2013-05-07,43,6,0,0,1,21,0,4,604
1970,Post Graduate,In Relationship,38200.0,2012-07-12,19,7,0,0,2,17,0,4,903
1974,Post Graduate,In Relationship,44989.0,2012-12-09,26,6,0,0,1,369,0,16,753
1968,Post Graduate,In Relationship,38443.0,2014-01-27,58,7,0,0,2,38,0,6,339
1978,Post Graduate,Single,38593.0,2013-09-13,42,8,0,0,1,177,0,11,475
1970,Post Graduate,In Relationship,64413.0,2013-01-08,27,5,0,0,1,279,0,12,723
1981,Post Graduate,In Relationship,36959.0,2013-02-10,56,8,0,0,1,62,0,7,690
1977,Post Graduate,In Relationship,61996.0,2013-01-31,27,5,0,1,1,1230,3,21,700
1968,Post Graduate,In Relationship,51287.0,2014-01-04,10,7,0,0,2,182,0,11,362
1970,Post Graduate,In Relationship,13260.0,2013-08-23,48,8,0,0,2,49,0,10,496
1966,Post Graduate,In Relationship,47472.0,2013-09-16,39,5,0,0,2,75,0,8,472
1956,Post Graduate,In Relationship,54603.0,2013-09-07,85,7,0,0,2,227,0,16,481
1974,Post Graduate,In Relationship,45207.0,2012-10-11,64,6,0,0,2,215,1,15,812
1951,Post Graduate,In Relationship,40689.0,2013-03-18,69,8,0,0,1,444,0,20,654
1967,Post Graduate,In Relationship,47821.0,2013-10-20,54,8,0,0,2,47,0,5,438
1951,Post Graduate,In Relationship,27450.0,2013-04-15,57,7,0,0,0,143,0,7,626
1983,Post Graduate,In Relationship,39453.0,2014-03-04,64,6,0,0,1,55,0,7,303
1971,Post Graduate,In Relationship,26850.0,2014-04-18,10,4,0,0,2,63,0,11,258
1955,Post Graduate,Single,79800.0,2012-09-23,65,3,0,1,0,1867,3,22,830
1961,Post Graduate,In Relationship,61794.0,2013-09-14,74,2,0,0,1,611,0,20,474
1955,Post Graduate,In Relationship,53863.0,2014-05-17,4,7,0,0,1,473,1,18,229
1959,Post Graduate,In Relationship,24221.0,2013-08-20,94,4,0,0,0,55,0,6,499
1984,Post Graduate,Single,39684.0,2012-12-10,41,7,1,1,1,81,0,7,752
1975,Post Graduate,In Relationship,92163.0,2012-12-12,25,2,0,1,0,2086,2,21,750
1965,Post Graduate,Single,69882.0,2013-10-11,94,1,0,0,0,1478,0,20,447
1977,Post Graduate,In Relationship,33178.0,2014-01-30,9,4,0,0,1,49,0,5,336
1972,Post Graduate,In Relationship,59973.0,2013-11-09,47,1,0,0,0,382,0,15,418
1975,Post Graduate,In Relationship,17459.0,2013-09-19,12,7,0,1,1,69,0,9,469
1969,Post Graduate,Single,23910.0,2012-10-26,80,7,0,0,1,67,0,6,797
1969,Post Graduate,In Relationship,42169.0,2013-10-19,20,8,0,0,2,30,0,6,439
1978,Post Graduate,In Relationship,26224.0,2013-04-06,39,6,0,0,1,63,0,9,635
1981,Post Graduate,In Relationship,31089.0,2012-08-17,57,8,0,0,1,79,0,10,867
1961,Post Graduate,Single,30081.0,2013-02-21,27,7,0,0,1,42,0,5,679
1960,Post Graduate,In Relationship,62807.0,2012-08-31,83,5,0,0,1,819,0,23,853
1955,Post Graduate,Single,72906.0,2013-09-17,79,1,0,0,0,1151,0,17,471
1948,Post Graduate,In Relationship,61467.0,2012-09-12,69,5,0,0,2,594,0,20,841
1966,Post Graduate,In Relationship,49618.0,2013-01-26,77,7,0,0,2,129,0,11,705
1986,Post Graduate,Single,21888.0,2012-12-29,15,10,0,1,1,213,0,12,733
1973,Post Graduate,Single,42429.0,2014-11-02,99,5,0,0,1,67,0,7,60
1956,Post Graduate,Single,26150.0,2013-11-03,61,7,0,0,3,28,0,5,424
1975,Under Graduate,In Relationship,30801.0,2012-10-26,23,7,0,0,1,45,0,6,797
1965,Post Graduate,In Relationship,81168.0,2014-07-05,84,3,0,0,0,1193,1,18,180
1969,Post Graduate,Single,26877.0,2013-08-19,74,6,0,0,0,268,0,12,500
